|  Performance Summary Over and Ensemble of Subsets  |
|               Key               |      Value       |
|---------------------------------+------------------+
|                    System Title |               NA |
|                     Decision ID |       Occurrence |
|                       TotTrials |            35843 |
|      IncludeBlocksWithNoTargets |                0 |
|                 TrialsPerSecond |                1 |
|                          TotDur |       35842.9925 |
|                            BETA |            999.9 |
|                           Value |                1 |
|                           Ptarg |           0.0001 |
|                            Cost |           0.1000 |


                      |        MetaData         |                                Occurrence                                 |
                      |          Text           |  #Targ  |  #Corr  |   #FA   |  #Miss  |    TWV     |    PFA    |  PMISS   |
         KW202-00237  |               boyfriend |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00238  |               nifanyiwe |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00239  |                wamesoma |       1 |       1 |      25 |       0 |     0.3026 |   0.00070 |    0.000 |
         KW202-00240  |              at the end |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00241  |                   letea |       1 |       1 |     104 |       0 |    -1.9013 |   0.00290 |    0.000 |
         KW202-00242  |                    ward |       1 |       0 |     108 |       1 |    -3.0129 |   0.00301 |    1.000 |
         KW202-00243  |                nikiweka |       1 |       0 |      26 |       1 |    -0.7253 |   0.00073 |    1.000 |
         KW202-00244  |                 biriani |       1 |       1 |      17 |       0 |     0.5257 |   0.00047 |    0.000 |
         KW202-00245  |                  turuke |       1 |       1 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
         KW202-00246  |      kufuja mali kupora |         |         |         |         |            |           |          |
         KW202-00247  |                 wapatie |       1 |       0 |      43 |       1 |    -1.1996 |   0.00120 |    1.000 |
         KW202-00248  |             ngumu kiasi |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00249  |                nilienda |      11 |      10 |      77 |       1 |    -1.2396 |   0.00215 |    0.091 |
         KW202-00250  |                  niweke |       1 |       1 |      66 |       0 |    -0.8412 |   0.00184 |    0.000 |
         KW202-00251  |             jesse aamke |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00252  |         shambani nalima |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00253  |                    lenu |       1 |       0 |      49 |       1 |    -1.3670 |   0.00137 |    1.000 |
         KW202-00254  |               simu yako |       6 |       5 |       8 |       1 |     0.6101 |   0.00022 |    0.167 |
         KW202-00255  |              anakuwanga |       2 |       2 |      51 |       0 |    -0.4228 |   0.00142 |    0.000 |
         KW202-00256  |                  atakaa |       1 |       1 |     114 |       0 |    -2.1803 |   0.00318 |    0.000 |
         KW202-00257  |                   mummy |      10 |       0 |      17 |      10 |    -0.4744 |   0.00047 |    1.000 |
         KW202-00258  |              ninaambiwa |       1 |       0 |      15 |       1 |    -0.4185 |   0.00042 |    1.000 |
         KW202-00259  |         people will run |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00260  |              nifanikiwe |       1 |       1 |      11 |       0 |     0.6931 |   0.00031 |    0.000 |
         KW202-00261  |                  tatizo |       1 |       1 |      29 |       0 |     0.1910 |   0.00081 |    0.000 |
         KW202-00262  |           inalia inalia |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00263  |                    huna |       6 |       5 |     165 |       1 |    -3.7704 |   0.00460 |    0.167 |
         KW202-00264  |               akina dan |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00265  |              kidato cha |       5 |       1 |       9 |       4 |    -0.0511 |   0.00025 |    0.800 |
         KW202-00266  |                meet him |       1 |       0 |       3 |       1 |    -0.0837 |   0.00008 |    1.000 |
         KW202-00267  |                unacheka |       4 |       4 |      50 |       0 |    -0.3950 |   0.00140 |    0.000 |
         KW202-00268  |               anatafuta |       1 |       1 |      45 |       0 |    -0.2554 |   0.00126 |    0.000 |
         KW202-00269  |           inaweza fanya |       1 |       0 |      12 |       1 |    -0.3348 |   0.00033 |    1.000 |
         KW202-00270  |             janet patly |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00271  |           akalia akalia |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00272  |   unanisikia unanisikia |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00273  |                nitafute |       7 |       4 |      54 |       3 |    -0.9353 |   0.00151 |    0.429 |
         KW202-00274  |                  uwekwe |       1 |       1 |      27 |       0 |     0.2468 |   0.00075 |    0.000 |
         KW202-00275  |                 ukatoka |       1 |       1 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00276  |                 la nane |       5 |       5 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00277  |               ungenunua |       1 |       1 |       9 |       0 |     0.7489 |   0.00025 |    0.000 |
         KW202-00278  |             mnarudishwa |       1 |       0 |       4 |       1 |    -0.1116 |   0.00011 |    1.000 |
         KW202-00279  |                  school |       2 |       1 |      80 |       1 |    -1.7319 |   0.00223 |    0.500 |
         KW202-00280  |                   saida |       1 |       0 |      39 |       1 |    -1.0880 |   0.00109 |    1.000 |
         KW202-00281  |                anaelewa |       1 |       1 |      45 |       0 |    -0.2554 |   0.00126 |    0.000 |
         KW202-00282  |                  loreen |       1 |       1 |      23 |       0 |     0.3584 |   0.00064 |    0.000 |
         KW202-00283  |             mmejipangia |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00284  |          i call it jina |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00285  |               nikiamini |       1 |       1 |      16 |       0 |     0.5536 |   0.00045 |    0.000 |
         KW202-00286  |              nyinyi mko |       1 |       1 |      16 |       0 |     0.5536 |   0.00045 |    0.000 |
         KW202-00287  |                 mnasema |       1 |       0 |      82 |       1 |    -2.2876 |   0.00229 |    1.000 |
         KW202-00288  |                kufupika |       1 |       1 |       6 |       0 |     0.8326 |   0.00017 |    0.000 |
         KW202-00289  |                nahitaji |       1 |       1 |      47 |       0 |    -0.3112 |   0.00131 |    0.000 |
         KW202-00290  |            kiasi fulani |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00291  |                 leakage |       1 |       0 |       2 |       1 |    -0.0558 |   0.00006 |    1.000 |
         KW202-00292  |           miradi ingine |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00293  |               i want to |       1 |       0 |       4 |       1 |    -0.1116 |   0.00011 |    1.000 |
         KW202-00294  |                 unaishi |       2 |       2 |      45 |       0 |    -0.2554 |   0.00126 |    0.000 |
         KW202-00295  |               hujaficha |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00296  |   iliniambia iliniambia |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00297  |          walikaa saingu |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00298  |                hakukuwa |       2 |       2 |      94 |       0 |    -1.6224 |   0.00262 |    0.000 |
         KW202-00299  |              kumeendaje |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00300  |            naweza pitia |       1 |       1 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
         KW202-00301  |            zingine zote |       1 |       1 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00302  |                   mjini |       5 |       4 |     121 |       1 |    -2.5760 |   0.00338 |    0.200 |
         KW202-00303  |              ukinipigia |       1 |       1 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00304  |           huyu msichana |       1 |       0 |       9 |       1 |    -0.2511 |   0.00025 |    1.000 |
         KW202-00305  |                 unasoma |       1 |       1 |      96 |       0 |    -1.6782 |   0.00268 |    0.000 |
         KW202-00306  |               mbio mbio |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00307  |                 kiluhya |       1 |       0 |       7 |       1 |    -0.1953 |   0.00020 |    1.000 |
         KW202-00308  |                per acre |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00309  |              utaniletea |       2 |       2 |      23 |       0 |     0.3583 |   0.00064 |    0.000 |
         KW202-00310  |               anitafute |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00311  |             bricto back |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00312  |               kuwapatia |       1 |       0 |      11 |       1 |    -0.3069 |   0.00031 |    1.000 |
         KW202-00313  |              wanatoanga |       1 |       1 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00314  |             watoka bara |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00315  |                anaongea |       7 |       7 |      36 |       0 |    -0.0045 |   0.00100 |    0.000 |
         KW202-00316  |      ulikuwa unaniambia |       5 |       5 |      10 |       0 |     0.7210 |   0.00028 |    0.000 |
         KW202-00317  |                    tuma |       1 |       1 |     134 |       0 |    -2.7383 |   0.00374 |    0.000 |
         KW202-00318  |               nishatoka |       1 |       1 |      14 |       0 |     0.6094 |   0.00039 |    0.000 |
         KW202-00319  |             huwezi taka |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00320  |            sina uhakika |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00321  |               reluctant |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00322  |                 utarudi |       3 |       3 |      35 |       0 |     0.0235 |   0.00098 |    0.000 |
         KW202-00323  |               this time |       3 |       1 |      12 |       2 |    -0.0015 |   0.00033 |    0.667 |
         KW202-00324  |                 kurudia |       1 |       0 |      57 |       1 |    -1.5902 |   0.00159 |    1.000 |
         KW202-00325  |           nakuomba cheo |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00326  |               yule mama |       2 |       1 |      11 |       1 |     0.1931 |   0.00031 |    0.500 |
         KW202-00327  |        tuchukue another |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00328  |            last week on |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00329  |       man in one way or |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00330  |     ashakimbia ashafika |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00331  |               rain rain |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00332  |                unapotea |       1 |       1 |      20 |       0 |     0.4421 |   0.00056 |    0.000 |
         KW202-00333  |          kuendesha bike |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00334  |                fundisho |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00335  |                nailipia |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00336  |             nitakutumia |       1 |       1 |      12 |       0 |     0.6652 |   0.00033 |    0.000 |
         KW202-00337  |         walimie wapatie |         |         |         |         |            |           |          |
         KW202-00338  |                nielezee |       1 |       1 |      31 |       0 |     0.1352 |   0.00086 |    0.000 |
         KW202-00339  |            jambo ambalo |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00340  |                 meh meh |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00341  |         tunavaa tunavaa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00342  |                   wasee |       3 |       2 |     103 |       1 |    -2.2069 |   0.00287 |    0.333 |
         KW202-00343  |                nilitoka |       6 |       6 |      56 |       0 |    -0.5625 |   0.00156 |    0.000 |
         KW202-00344  |     and i want to teach |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00345  |                 uchungu |       1 |       1 |      35 |       0 |     0.0236 |   0.00098 |    0.000 |
         KW202-00346  |                   nunua |       1 |       0 |     109 |       1 |    -3.0408 |   0.00304 |    1.000 |
         KW202-00347  |               nimuulize |       1 |       1 |      10 |       0 |     0.7210 |   0.00028 |    0.000 |
         KW202-00348  |        inakatika katika |       1 |       0 |       2 |       1 |    -0.0558 |   0.00006 |    1.000 |
         KW202-00349  |                ilishoot |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00350  |               kukuuliza |       5 |       4 |      25 |       1 |     0.1025 |   0.00070 |    0.200 |
         KW202-00351  |                pewa cub |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00352  |                hatuwezi |      12 |       8 |      39 |       4 |    -0.4217 |   0.00109 |    0.333 |
         KW202-00353  |             randa randa |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00354  |           shilingi elfu |       3 |       3 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00355  |                nitaweza |       2 |       2 |      56 |       0 |    -0.5623 |   0.00156 |    0.000 |
         KW202-00356  |                  kusota |       1 |       1 |      22 |       0 |     0.3863 |   0.00061 |    0.000 |
         KW202-00357  |            saa hii niko |       5 |       5 |      18 |       0 |     0.4978 |   0.00050 |    0.000 |
         KW202-00358  |                    liko |       1 |       0 |     492 |       1 |   -13.7255 |   0.01373 |    1.000 |
         KW202-00359  |               ulimpatia |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00360  |         nasi uliniambia |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00361  |        not act like you |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00362  |                 kusomea |       2 |       2 |      25 |       0 |     0.3025 |   0.00070 |    0.000 |
         KW202-00363  |              usiniambie |       2 |       2 |      19 |       0 |     0.4699 |   0.00053 |    0.000 |
         KW202-00364  |            mtaani nioge |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00365  |                 gharama |       6 |       5 |      25 |       1 |     0.1358 |   0.00070 |    0.167 |
         KW202-00366  |               pale hivi |       1 |       1 |       9 |       0 |     0.7489 |   0.00025 |    0.000 |
         KW202-00367  |                has gone |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00368  |                kupeleka |       7 |       7 |      42 |       0 |    -0.1719 |   0.00117 |    0.000 |
         KW202-00369  |                  anatry |       1 |       0 |      11 |       1 |    -0.3069 |   0.00031 |    1.000 |
         KW202-00370  |             ananiitanga |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00371  |          ambao wanaweza |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00372  |                 sisikii |       7 |       5 |     111 |       2 |    -2.3828 |   0.00310 |    0.286 |
         KW202-00373  |               wiki moja |       2 |       2 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00374  |             ndugu zangu |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00375  |              tunamaliza |       1 |       1 |      22 |       0 |     0.3863 |   0.00061 |    0.000 |
         KW202-00376  |                wakirudi |       2 |       1 |      12 |       1 |     0.1652 |   0.00033 |    0.500 |
         KW202-00377  |                  zikuje |       1 |       0 |      42 |       1 |    -1.1717 |   0.00117 |    1.000 |
         KW202-00378  |               wachezaji |       3 |       2 |       5 |       1 |     0.5272 |   0.00014 |    0.333 |
         KW202-00379  |              kutafutiwa |       1 |       0 |      14 |       1 |    -0.3906 |   0.00039 |    1.000 |
         KW202-00380  |                hatakuwa |       1 |       1 |      58 |       0 |    -0.6181 |   0.00162 |    0.000 |
         KW202-00381  |         wakakaa wakakaa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00382  |                  online |       1 |       0 |     132 |       1 |    -3.6825 |   0.00368 |    1.000 |
         KW202-00383  |           napewa napewa |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00384  |                   bravo |       1 |       1 |      37 |       0 |    -0.0322 |   0.00103 |    0.000 |
         KW202-00385  |            sijakurekodi |       1 |       1 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00386  |                 awatoke |       1 |       1 |      20 |       0 |     0.4421 |   0.00056 |    0.000 |
         KW202-00387  |             haipatikani |       1 |       0 |       6 |       1 |    -0.1674 |   0.00017 |    1.000 |
         KW202-00388  |                    text |       1 |       0 |     143 |       1 |    -3.9893 |   0.00399 |    1.000 |
         KW202-00389  |                nikipiga |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00390  |                  nitume |       1 |       1 |      57 |       0 |    -0.5902 |   0.00159 |    0.000 |
         KW202-00391  |               elfu saba |       2 |       2 |       4 |       0 |     0.8884 |   0.00011 |    0.000 |
         KW202-00392  |               heri heri |       3 |       0 |       9 |       3 |    -0.2511 |   0.00025 |    1.000 |
         KW202-00393  |         tunaweza chukua |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00394  |             jamie jamie |       2 |       1 |       0 |       1 |     0.5000 |   0.00000 |    0.500 |
         KW202-00395  |              ananiambia |      15 |      12 |      49 |       3 |    -0.5675 |   0.00137 |    0.200 |
         KW202-00396  |                 msururu |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00397  |                 utaanza |       2 |       2 |      54 |       0 |    -0.5065 |   0.00151 |    0.000 |
         KW202-00398  |                  kanusu |       1 |       1 |       9 |       0 |     0.7489 |   0.00025 |    0.000 |
         KW202-00399  |              kumsalimia |       2 |       2 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00400  |           tukapata onyi |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00401  |                  nirudi |       2 |       2 |     102 |       0 |    -1.8456 |   0.00285 |    0.000 |
         KW202-00402  |          huwezi niambia |       3 |       3 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00403  |                 because |       2 |       0 |      24 |       2 |    -0.6696 |   0.00067 |    1.000 |
         KW202-00404  |                   ugali |       6 |       3 |      90 |       3 |    -2.0111 |   0.00251 |    0.500 |
         KW202-00405  |                mvua jua |       1 |       1 |       2 |       0 |     0.9442 |   0.00006 |    0.000 |
         KW202-00406  |               watatuita |       1 |       1 |       3 |       0 |     0.9163 |   0.00008 |    0.000 |
         KW202-00407  |             unipe unipe |         |         |         |         |            |           |          |
         KW202-00408  |           too late wali |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00409  |                    kile |      13 |       8 |     130 |       5 |    -3.0125 |   0.00363 |    0.385 |
         KW202-00410  |              that's why |       3 |       0 |       6 |       3 |    -0.1674 |   0.00017 |    1.000 |
         KW202-00411  |          sitawahi sahau |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00412  |                kujikimu |       1 |       1 |       6 |       0 |     0.8326 |   0.00017 |    0.000 |
         KW202-00413  |                watarudi |       1 |       1 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00414  |         anatamani alete |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00415  |                  kuchat |       1 |       1 |      21 |       0 |     0.4142 |   0.00059 |    0.000 |
         KW202-00416  |                    down |       2 |       1 |      87 |       1 |    -1.9271 |   0.00243 |    0.500 |
         KW202-00417  |             why am here |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00418  |          give me a call |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00419  |                 alianza |       2 |       2 |      44 |       0 |    -0.2275 |   0.00123 |    0.000 |
         KW202-00420  |              mko karibu |       1 |       1 |       7 |       0 |     0.8047 |   0.00020 |    0.000 |
         KW202-00421  |                   ndege |       9 |       8 |      74 |       1 |    -1.1760 |   0.00207 |    0.111 |
         KW202-00422  |              kurekodiwa |       1 |       1 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00423  |                  utakaa |       1 |       0 |      89 |       1 |    -2.4829 |   0.00248 |    1.000 |
         KW202-00424  |             katika kazi |       1 |       1 |      15 |       0 |     0.5815 |   0.00042 |    0.000 |
         KW202-00425  |               nimezeeka |       1 |       1 |      12 |       0 |     0.6652 |   0.00033 |    0.000 |
         KW202-00426  |                tamutamu |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00427  |         ashakuwa shosho |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00428  |              anitafutie |       1 |       0 |      11 |       1 |    -0.3069 |   0.00031 |    1.000 |
         KW202-00429  |               utachukua |       1 |       1 |      33 |       0 |     0.0794 |   0.00092 |    0.000 |
         KW202-00430  |            sikuona guka |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00431  |                  nifike |       2 |       0 |      48 |       2 |    -1.3391 |   0.00134 |    1.000 |
         KW202-00432  |               emotional |       1 |       0 |       3 |       1 |    -0.0837 |   0.00008 |    1.000 |
         KW202-00433  |                wamekuja |       6 |       4 |      41 |       2 |    -0.4773 |   0.00114 |    0.333 |
         KW202-00434  |                wanaanza |       2 |       2 |      39 |       0 |    -0.0880 |   0.00109 |    0.000 |
         KW202-00435  |                    bara |       2 |       2 |     120 |       0 |    -2.3478 |   0.00335 |    0.000 |
         KW202-00436  |                   kofia |       1 |       1 |      21 |       0 |     0.4142 |   0.00059 |    0.000 |
         KW202-00437  |             nakuulizaje |       2 |       2 |      20 |       0 |     0.4420 |   0.00056 |    0.000 |
         KW202-00438  |          tumeona mister |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00439  |                customer |       3 |       3 |      23 |       0 |     0.3583 |   0.00064 |    0.000 |
         KW202-00440  |             nitakuuliza |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00441  |                   nyama |      11 |      10 |      93 |       1 |    -1.6861 |   0.00260 |    0.091 |
         KW202-00442  |              rael osala |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00443  |           daudi ilitoka |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00444  |           that's why am |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00445  |               hayo yote |       3 |       2 |      12 |       1 |     0.3319 |   0.00033 |    0.333 |
         KW202-00446  |             head office |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00447  |                     max |       2 |       0 |     122 |       2 |    -3.4036 |   0.00340 |    1.000 |
         KW202-00448  |             tunaendanga |       1 |       0 |      29 |       1 |    -0.8090 |   0.00081 |    1.000 |
         KW202-00449  |          ningali nasoma |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00450  |                nimwache |       1 |       0 |      18 |       1 |    -0.5022 |   0.00050 |    1.000 |
         KW202-00451  |                 kwanini |      12 |      10 |     128 |       2 |    -2.7386 |   0.00357 |    0.167 |
         KW202-00452  |                  amelia |       1 |       0 |      60 |       1 |    -1.6738 |   0.00167 |    1.000 |
         KW202-00453  |              nitangojea |       1 |       1 |       9 |       0 |     0.7489 |   0.00025 |    0.000 |
         KW202-00454  |               nilisahau |       1 |       0 |      28 |       1 |    -0.7811 |   0.00078 |    1.000 |
         KW202-00455  |             pesa nyingi |       1 |       1 |       9 |       0 |     0.7489 |   0.00025 |    0.000 |
         KW202-00456  |                  ununue |       2 |       2 |      52 |       0 |    -0.4507 |   0.00145 |    0.000 |
         KW202-00457  |        do you even care |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00458  |               unapigiwa |       1 |       1 |      32 |       0 |     0.1073 |   0.00089 |    0.000 |
         KW202-00459  |            lisaa limoja |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00460  |           elfu mia sita |         |         |         |         |            |           |          |
         KW202-00461  |              atanifanya |       1 |       0 |      13 |       1 |    -0.3627 |   0.00036 |    1.000 |
         KW202-00462  |              alikuwanga |       1 |       1 |      52 |       0 |    -0.4507 |   0.00145 |    0.000 |
         KW202-00463  |              ilikufanya |       1 |       1 |       6 |       0 |     0.8326 |   0.00017 |    0.000 |
         KW202-00464  |                  nafika |       1 |       1 |      78 |       0 |    -1.1760 |   0.00218 |    0.000 |
         KW202-00465  |                   urudi |       2 |       2 |      71 |       0 |    -0.9808 |   0.00198 |    0.000 |
         KW202-00466  |                aliwacha |       1 |       1 |      48 |       0 |    -0.3391 |   0.00134 |    0.000 |
         KW202-00467  |               elfu kumi |       2 |       2 |       5 |       0 |     0.8605 |   0.00014 |    0.000 |
         KW202-00468  |           tupange tuone |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00469  |               nikuletee |       3 |       3 |      21 |       0 |     0.4141 |   0.00059 |    0.000 |
         KW202-00470  |                register |       1 |       1 |      28 |       0 |     0.2189 |   0.00078 |    0.000 |
         KW202-00471  |                   nijue |       6 |       5 |      95 |       1 |    -1.8173 |   0.00265 |    0.167 |
         KW202-00472  |                  victor |       1 |       0 |      34 |       1 |    -0.9485 |   0.00095 |    1.000 |
         KW202-00473  |             hawezi kosa |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00474  |          mshumaa yapata |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00475  |                  unatoa |       1 |       1 |      59 |       0 |    -0.6459 |   0.00165 |    0.000 |
         KW202-00476  |               haijafika |       1 |       1 |      10 |       0 |     0.7210 |   0.00028 |    0.000 |
         KW202-00477  |                   mnagu |       1 |       1 |      18 |       0 |     0.4978 |   0.00050 |    0.000 |
         KW202-00478  |           kae tukae kae |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00479  |                anaogopa |       2 |       1 |      11 |       1 |     0.1931 |   0.00031 |    0.500 |
         KW202-00480  |             wacha tuone |       2 |       1 |      10 |       1 |     0.2210 |   0.00028 |    0.500 |
         KW202-00481  |              hangesikia |       1 |       0 |       1 |       1 |    -0.0279 |   0.00003 |    1.000 |
         KW202-00482  |            ulizungumzia |       1 |       1 |       1 |       0 |     0.9721 |   0.00003 |    0.000 |
         KW202-00483  |                  fasihi |       1 |       1 |      13 |       0 |     0.6373 |   0.00036 |    0.000 |
         KW202-00484  |             pat pat pat |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00485  |                ukae nje |       1 |       0 |       5 |       1 |    -0.1395 |   0.00014 |    1.000 |
         KW202-00486  |           kenye unasema |       1 |       0 |       3 |       1 |    -0.0837 |   0.00008 |    1.000 |
         KW202-00487  |             kahawa west |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00488  |               nimeongea |       2 |       1 |      38 |       1 |    -0.5601 |   0.00106 |    0.500 |
         KW202-00489  |         is it that when |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00490  |            utanikopesha |       1 |       1 |       0 |       0 |     1.0000 |   0.00000 |    0.000 |
         KW202-00491  |           yule msichana |       7 |       5 |       7 |       2 |     0.5190 |   0.00020 |    0.286 |
         KW202-00492  |               lile wino |       1 |       0 |       0 |       1 |     0.0000 |   0.00000 |    1.000 |
         KW202-00493  |         ulikuwa umesema |       2 |       2 |       8 |       0 |     0.7768 |   0.00022 |    0.000 |
